"CODIGO";"NOMBRE";"PROGRAMA";"COD_PADRE";"ORDEN"
"2V1003007517";"TALONES ANULADOS";"TALONES_ANULADOS";"2V10030075";"250"
"2V1003007520";"AUTORIZACIÓN DE FACTURAS";"AUTORIZA";"2V10030075";"300"
"2V1003007525";"ASEGURACIÓN DEL CAMBIO";"M_ASEGPA";"2V10030075";"400"
"2V1003007540";"CAMBIO CENTRO CONTABLE";"CAMBPR_CC";"2V10030075";"500"
"2V1003007545";"CAMBIO DE VCTO. Y TIPO TRANS.";"CAMDOMPG";"2V10030075";"600"
"2V1003007547";"DESHACER CAMBIO DE VCTO Y T.T.";"DESCVTOP";"2V10030075";"650"
"2V1003007550";"MODIFICAR CHEQUE EN PROPUESTA";"PROPUEST_CHE";"2V10030075";"700"
"2V1003007555";"CAMBIO BANCO DE PROPUESTA";"CAMBPROP";"2V10030075";"800"
"2V1003007560";"REASIGNAR BANCO A PREVISIONES";"REASIGBP";"2V10030075";"900"
"2V1003007565";"DESGLOSE DE PAGOS";"DESGLO_PAG";"2V10030075";"950"
"2V1003007570";"TRASPASO DE PAGOS A COBROS";"AGRPTAL";"2V10030075";"1000"
"2V1003007575";"RECEPCIÓN COMP. PERCEPCIONES";"CONTPERCP";"2V10030075";"1100"
"2V10030079";"____ (AJUSTES DIVISAS) _______";"NULO";"2V10030";"1900"
"2V10030080";"CONTABILIZAR REGULARIZ.DIVISAS";"CONTDIVI";"2V10030";"2000"
"2V10030082";"TRASPASO REG. DIVISAS";"TRAREGDIV";"2V10030";"2005"
"2V10030084";"____ (REPARTO DE COSTES) _____";"NULO";"2V10030";"2100"
"2V10030086";"PROCESO ASIGNACIÓN DE REPARTOS";"PR_ASGREP";"2V10030";"2200"
"2V10030087";"ACTIVACIÓN DE MAREAS";"ACTMAREACC";"2V10030";"2203"
"2V10040";"DESHACER CONTABILIZACIÓN";"";"2V10";"500"
"2V10040005";"_________ (MANUALES) _________";"NULO";"2V10040";"100"
"2V10040010";"BORRADO DE ASIENTOS";"BORRASI";"2V10040";"200"
"2V10040025";"__________ (COBROS) __________";"NULO";"2V10040";"300"
"2V10040028";"DESHACER EMISIÓN";"DES_ENVLET";"2V10040";"400"
"2V10040031";"DESHACER AGRP./ENDOSOS";"DESAGRUP";"2V10040";"500"
"2V10040032";"DESHACER ANULACIÓN AGRUPACION";"DESREVAGRUP";"2V10040";"525"
"2V10040033";"DESHACER REMESA FINANCIACIÓN";"DESCONTRE_FINEXP";"2V10040";"550"
"2V10040034";"DESHACER CONT.REMESAS";"DESCONTRE";"2V10040";"600"
"2V10040035";"DESHACER CONF. REMESA FINAN.";"DESCONFRE_FINEXP";"2V10040";"560"
"2V10040037";"DESHACER IMPAGADOS";"DESIMPAG";"2V10040";"700"
"2V10040040";"DESHACER COBROS DIRECTOS";"DESCOBD";"2V10040";"800"
"2V10040043";"DESHACER CONTROL DE VCTOS.";"DESCONVT";"2V10040";"900"
"2V10040058";"__________ (PAGOS) ___________";"NULO";"2V10040";"1000"
"2V10040061";"DESHACER AGRP./ENDOSOS";"DESAGRPP";"2V10040";"1100"
"2V10040063";"ANULACION DE ENVÍOS";"ANULENV";"2V10040";"1200"
"2V10040066";"DESHACER CONT.PAGO";"DESCONTA";"2V10040";"1300"
"2V10040069";"DESHACER PAGOS DIRECTOS";"DESPAGD";"2V10040";"1400"
"2V10040072";"RETROCEDER PAGO PROPUESTA";"RETROPAG";"2V10040";"1500"
"2V10040076";"____ (AJUSTES DIVISAS) _______";"NULO";"2V10040";"1600"
"2V10040077";"DESHACER REGULARIZAC. DIVISAS";"DESCONTDIVI";"2V10040";"1700"
"2V10045";"CONCILIACIÓN";"";"2V10";"600"
"2V10045005";"__________(BANCARIA)__________";"NULO";"2V10045";"100"
"2V10045010";"MANTENIMIENTO CONCILIACIONES";"MAN_43";"2V10045";"200"
"2V10045013";"PARÁMETROS CONTABLES PARA N43";"CONCI_PARAM";"2V10045";"225"
"2V10045015";"MANTENIMIENTO DE NORMAS";"SISSMCON";"2V10045";"250"
"2V10045018";"CTAS. BANCARIAS A EXCLUIR H2H";"EXCUEN43";"2V10045";"270"
"2V10045020";"CONCILIACIÓN BANCARIA";"CONCIBAN";"2V10045";"300"
"2V10045030";"EXTRACTO DE FICHERO NORMA 43";"EXTR_N43";"2V10045";"400"
"2V10045040";"EXTRACTO CONCILIACIÓN CONJUNTA";"EXTCONCJ";"2V10045";"500"
"2V10045045";"EXTRACTO CONCILIACIÓN A CONC.";"EXTCONCC";"2V10045";"550"
"2V10045050";"LISTADO DE CONCILIACIÓN";"MASCONCI";"2V10045";"600"
"2V10045055";"CONSULTA CONCILIACIÓN BANCARIA";"CPUNTMAN";"2V10045";"700"
"2V10045060";"INTEGRACIÓN AFTERBANKS";"GAL_AFTERBANKS";"2V10045";"750"
"2V10045062";"VISOR INTEGRACIÓN AUT.BANCARIA";"SM_MOVCUEN";"2V10045";"760"
"2V10045065";"___________(MANUAL)___________";"NULO";"2V10045";"800"
"2V10045070";"PUNTEOS AUTOMÁTICOS";"PUNT_AUTR";"2V10045";"900"
"2V10045073";"PUNTEOS MANUALES";"PUNT_MANU_CUEN";"2V10045";"950"
"2V10045075";"CONSULTA PUNTEOS AUTOMÁTICOS";"CONSPUNT";"2V10045";"1000"
"2V10045080";"______________________________";"NULO";"2V10045";"1100"
"2V10045085";"PARAM. CONC. MULTIEMPRESA";"CONCIMULTI_PAR";"2V10045";"1150"
"2V10045090";"CONCILIACIÓN MULTIEMPRESA";"CONCIMULTI";"2V10045";"1200"
"2V10045095";"CONTABILIZAR MOVS. NO CONCI.";"CONT_MOVB_NOCONCI";"2V10045";"1250"
"2V10047";"CONSOLIDACIÓN FINANCIERA";"";"2V10";"650"
"2V10047010";"CONSOLIDACIÓN CONTABLE";"MANTPERIMETROS";"2V10047";"10"
"2V10050";"INFORMES CONTABLES";"";"2V10";"700"
"2V10050010";"ASIENTOS";"";"2V10050";"100"
"2V1005001010";"ASIENTOS";"ASIENTOS";"2V10050010";"100"
"2V1005001015";"ASIENTOS DESCUADRADOS";"ASIEDESC";"2V10050010";"200"
"2V1005001020";"INFORME ASIENTOS POR DIARIO";"ASIENTODIA";"2V10050010";"300"
"2V10050015";"CUENTAS";"";"2V10050";"200"
"2V1005001510";"EXTRACTO CUENTAS";"EXTRACTO";"2V10050015";"100"
"2V1005001520";"SALDOS";"LISSALDO";"2V10050015";"200"
"2V1005001525";"CUENTAS POR PERIODO";"CONPERI";"2V10050015";"300"
"2V1005001530";"ACUMULADO POR CENTRO CONTABLE";"ACUCENTR";"2V10050015";"400"
"2V1005001535";"EXTRACTO AGRUPADO POR DIVISA";"EXTDIVAG";"2V10050015";"500"
"2V10050020";"CLIENTES";"";"2V10050";"300"
"2V1005002010";"EXTRACTO CLIENTE";"EXTRCLIE";"2V10050020";"100"
"2V1005002015";"EXTRACTO CLIENTE MULTIDIVISA";"EXTDIVCL";"2V10050020";"200"
"2V1005002020";"EXTRACTO CLIENTE AGRUPADO";"EXTCLIAG";"2V10050020";"300"
"2V1005002025";"CLIENTES POR PERIODOS";"ACUCLIE";"2V10050020";"400"
"2V10050025";"PROVEEDORES";"";"2V10050";"400"
"2V1005002510";"EXTRACTO PROVEEDOR";"EXTRPROV";"2V10050025";"100"
"2V1005002515";"EXTRACTO PROVEEDOR MULTIDIVISA";"EXTDIVPR";"2V10050025";"200"
"2V1005002520";"PROVEEDORES POR PERIODOS";"ACUPRO";"2V10050025";"300"
"2V10050030";"BANCOS";"";"2V10050";"500"
"2V1005003010";"EXTRACTO BANCO";"EXTRBANC";"2V10050030";"100"
"2V1005003013";"EXTRACTO BANCO MULTIDIVISA";"EXTDIVBAN";"2V10050030";"150"
"2V1005003015";"RIESGOS BANCARIOS DETALLADOS";"DETBANC";"2V10050030";"200"
"2V1005003020";"RIESGOS BANCARIOS RESUMIDOS";"RIESBANC";"2V10050030";"300"
"2V1005003025";"PREVISIÓN DETALLADA DE PAGOS";"COMSABA2";"2V10050030";"400"
"2V1005003030";"PREVISIÓN RESUMIDA DE PAGOS";"PREVBANC";"2V10050030";"500"
"2V1005003040";"SIT. GLOBAL TESORERÍA A FECHA";"C_SITES";"2V10050030";"600"
"2V1005003050";"PREVISIÓN GLOBAL POR BANCO";"PREVGLOB";"2V10050030";"700"
"2V1005003060";"PREVISIÓN DISPONIB. RESUMIDA";"PREVDISP";"2V10050030";"800"
"2V1005003070";"PREVISIÓN DISPONIB. DETALLADA";"PREDISDE";"2V10050030";"900"
"2V1005003080";"INFORME DE POSICIÓN BANCARIA";"POSBANC";"2V10050030";"1000"
"2V10050035";"AGENTES";"";"2V10050";"600"
"2V1005003510";"EXTRACTO AGENTE";"EXTRAGEN";"2V10050035";"100"
"2V1005003520";"EXTRACTO AGENTE MULTIDIVSA";"EXTDIVAGE";"2V10050035";"200"
"2V10050040";"ENTIDADES CONJUNTAS";"";"2V10050";"700"
"2V1005004010";"SALDOS DE CUENTAS POR ENTIDAD";"SALDOENT";"2V10050040";"100"
"2V1005004015";"SALDOS DE ENTIDADES POR CUENTA";"C_BALRCE";"2V10050040";"200"
"2V1005004020";"EVOLUCIÓN SALDOS CUENTA Y ENT.";"SALCONEN";"2V10050040";"300"
"2V1005004025";"INFORME SALDOS POR ENTIDADES";"INF_SALDE";"2V10050040";"400"
"2V10050045";"EMPRESA";"";"2V10050";"800"
"2V1005004510";"________(PREDISEÑADOS)________";"NULO";"2V10050045";"100"
"2V1005004515";"BALANCE SUMAS Y SALDOS";"BALANSS";"2V10050045";"200"
"2V1005004520";"BALANCE SUMAS SALDOS (PERIODO)";"C_MBALRA";"2V10050045";"300"
"2V1005004525";"DIARIO CONTABLE DETALLADO";"DIACONTA";"2V10050045";"400"
"2V1005004530";"DIARIO CONTABLE RESUMIDO";"DIARES";"2V10050045";"500"
"2V1005004550";"___________(EXCEL)____________";"NULO";"2V10050045";"600"
"2V1005004555";"BALANCE SUMAS Y SALDOS";"SALDOS.XLS";"2V10050045";"700"
"2V1005004560";"DIARIO CONTABLE DETALLADO";"DIARIO_OFICIAL.XLS";"2V10050045";"800"
"2V1005004565";"BALANCE DE SITUACIÓN PLAN 2007";"BALANCE_PGC07.XLS";"2V10050045";"900"
"2V1005004570";"PÉRDIDAS Y GANANCIAS PLAN 2007";"PYG_PGC07.XLS";"2V10050045";"1000"
"2V1005004575";"ESTADO CAMBIOS PATRI.NETO 2007";"PATRIMONIO07.XLS";"2V10050045";"1100"
"2V10050050";"GENERADOR INFORMES FINANCIERO";"";"2V10050";"900"
"2V1005005010";"DISEÑO INFORMES OFICIALES";"C_MINFOF";"2V10050050";"100"
"2V1005005020";"EMISIÓN INFORMES OFICIALES";"C_EMIOFI";"2V10050050";"200"
"2V10050060";"CUADROS DE MANDO FINANCIEROS";"";"2V10050";"1100"
"2V1005006020";"PLANTILLAS";"CMF_PLAN";"2V10050060";"200"
"2V1005006025";"PLANTILLAS HOJA DE CÁLCULO";"CMF_BI_INF_EXCEL";"2V10050060";"250"
"2V1005006030";"INFORMES";"CMF_MINF";"2V10050060";"300"
"2V1005006040";"LANZAR INFORMES";"INFOR_CMF";"2V10050060";"400"
"2V1005006050";"LANZAR INFORMES - BI PUBLISHER";"INFOR_CMF_BIP";"2V10050060";"500"
"2V1005006060";"LANZAR PLANTILLAS HOJA CÁLCULO";"CMF_BI_INF_EXCEL_RUN";"2V10050060";"600"
"2V1005006070";"CONFIGURACIONES XLS";"CMF_ATRIBXLS";"2V10050060";"700"
"2V1005006080";"TIPOS PERIODO CMF";"TIPER_CMF";"2V10050060";"800"
"2V10060";"INFORMES DE IMPUESTOS";"";"2V10";"800"
"2V10060010";"CONSULTA DE IMPUESTOS";"IMPAPUN";"2V10060";"100"
"2V10060015";"RESUMEN DE IMPUESTOS";"RESIMP";"2V10060";"200"
"2V10060025";"RENUMERACIÓN JUST. X SERIE";"RENUIMP";"2V10060";"400"
"2V10060030";"LIBRO OFICIAL DE IMPUESTOS";"CONSIMP";"2V10060";"500"
"2V10060034";"IMPRESIÓN AUTOFACTURAS";"IMPR_AUT";"2V10060";"600"
"2V10060036";"ATE DE BASES";"ATEBASEP";"2V10060";"640"
"2V10060040";"_________(DEVENGOS)___________";"NULO";"2V10060";"650"
"2V10060042";"CONTABILIZAR DEVENGO IMPUESTOS";"IMPPDAUX";"2V10060";"652"
"2V10060044";"ANULAR CONTABILIZACIÓN DEVENGO";"DESIMPPD";"2V10060";"654"
"2V10060050";"_______(IMPUESTOS WEB)________";"NULO";"2V10060";"700"
"2V10060052";"MAESTROS DECLARACIÓN WEB";"";"2V10060";"800"
"2V1006005210";"MODELOS DECLARACIÓN";"MODELO_DECLARACION";"2V10060052";"100"
"2V1006005220";"DETALLE MODELOS DECLARACIÓN";"DECLARACION_IMPUESTOS";"2V10060052";"200"
"2V1006005230";"MODELOS AEAT GRUPO DE BALANCE";"MODELOS_GB";"2V10060052";"300"
"2V1006005240";"SERIES POR GRUPO DE BALANCE";"SERECTGB";"2V10060052";"400"
"2V1006005250";"CUENTAS AUDITORÍA MODELO";"AEAT_CUENTAS";"2V10060052";"500"
"2V1006005260";"IMPUESTOS POR GRUPO DE BALANCE";"CPIMPGB";"2V10060052";"600"
"2V10060059";"RENUMERACIÓN POR SERIE";"RENSJIMP";"2V10060";"1200"
"2V10060060";"GENERACIÓN IMPUESTOS WEB";"FILTRO_IMPUESTOS";"2V10060";"1300"
"2V10060062";"LISTADO MODELOS DECLARACION";"LISTADO_IMPUESTOS";"2V10060";"1400"
"2V10060063";"PRESENTACION IMP. DOMINICANA";"PRES_IMP_DOM";"2V10060";"1403"
"2V10060064";"DECLARACIONES IMPUESTOS AFIP";"AFIP_IMPUESTOS";"2V10060";"1450"
"2V10060065";"LIQUIDACIÓN IVA";"LIQUID_IVA";"2V10060";"1460"
"2V10060066";"LIBROS ELECTRONICOS SUNAT";"PRES_SUNAT";"2V10060";"185"
"2V10060070";"__________(MODELOS)___________";"NULO";"2V10060";"1500"
"2V10060072";"MODELO 347";"";"2V10060";"1600"
"2V1006007210";"OBTENCIÓN DE DATOS";"MCC347C";"2V10060072";"100"
"2V1006007215";"MODIFICACIÓN DATOS";"MCC347M";"2V10060072";"200"
"2V1006007220";"GENERACIÓN";"MCC347G";"2V10060072";"300"
"2V1006007225";"FUSIÓN CON WORD";"MCC347F";"2V10060072";"400"
"2V1006007230";"CARTA TIPO COMUNICACIÓN 347";"LIMOD347";"2V10060072";"500"
"2V10060075";"MODELO 349";"";"2V10060";"1700"
"2V1006007510";"GENERACIÓN DE DATOS";"MCC349C";"2V10060075";"100"
"2V1006007515";"MODIFICACIÓN DE DATOS";"MCC349M";"2V10060075";"200"
"2V1006007520";"GENERACIÓN DE FICHERO";"MCC349G";"2V10060075";"300"
"2V10060078";"SII";"";"2V10060";"2200"
"2V1006007801";"VISOR SII";"SII_VISOR";"2V10060078";"100"
"2V1006007802";"PARAMETROS SII";"SII_PARAM";"2V10060078";"200"
"2V1006007803";"MODIFICACIÓN RAZÓN SOCIAL";"SII_RMODRS";"2V10060078";"300"
"2V1006007804";"INFORME CUADRE IMPUESTOS SII";"GI:STD_IMP_SII";"2V10060078";""
"2V1006007805";"TEXTOS OBSERVACIONES IMPUESTOS";"TXTOBSIMP";"2V10060078";"400"
"2V1006007806";"AUDITORIA SII";"SII_AUDIT";"2V10060078";"500"
"2V1006007807";"LIBROS ANUALES SII";"SII_ANUAL";"2V10060078";"150"
"2V1006007808";"BIENES EN CONSIGNA";"SII_BCONSIG";"2V10060078";"600"
"2V1006007811";"INFORME FACTURAS EMITIDAS SII";"GI:STD_SII_EMIT";"2V10060078";"1000"
"2V1006007812";"INFORME FACTURAS RECIBIDAS SII";"GI:STD_SII_RECIB";"2V10060078";"1100"
"2V1006007813";"INF. ASIENTOS SII NO EN VISOR";"GI:STD_SII_NOVISOR";"2V10060078";"1200"
"2V1006007815";"DESHACER ENV.MODIFIC. SII";"SII_GUARDA_HIS";"2V10060078";"1400"
"2V10060080";"MODELO 415 I.G.I.C.";"";"2V10060";"1800"
"2V1006008010";"OBTENCION DE DATOS";"MCC415C";"2V10060080";"100"
"2V1006008015";"MODIFICACIÓN DE DATOS";"MCC415M";"2V10060080";"200"
"2V1006008020";"GENERACIÓN DE FICHERO";"MCC415G";"2V10060080";"300"
"2V10060085";"GENERACIÓN ASCII 193";"GEN193ASC";"2V10060";"1900"
"2V10060090";"INFORME IETU";"FI_INFIETU";"2V10060";"2000"
"2V10060091";"GENERACIÓN MODELO IEPS";"MODELO_IEPS";"2V10060";"2300"
"2V10060095";"GENERACIÓN XML ATS";"ATS_GENXML";"2V10060";"2100"
"2V10070";"INFORMES DE COSTES";"";"2V10";"900"
"2V10070010";"_____(ANALITICA SIMPLE)_______";"NULO";"2V10070";"100"
"2V10070013";"EXTRACTOS";"EXT_COS";"2V10070";"200"
"2V10070016";"EXTRACTOS RESUMIDOS";"EXT_CORE";"2V10070";"300"
"2V10070019";"BALANCE DE SUMAS Y SALDOS";"C_MBALCE";"2V10070";"400"
"2V10070050";"____(ANALITICA SEGMENTADA)____";"NULO";"2V10070";"500"
"2V10070053";"EXTRACTOS X C. COSTE";"EXT_CENT";"2V10070";"600"
"2V10070056";"EXTRACTOS X ENT. Y C. COSTE";"EXT_ENT";"2V10070";"700"
"2V10070057";"EXTRACTO ANALÍTICO";"CO_EXTRANA";"2V10070";"750"
"2V10070059";"BALANCE SEGMENTADO CENTROS";"BALANCOC";"2V10070";"800"
"2V10070070";"______(INFORMES COMUNES)______";"NULO";"2V10070";"900"
"2V10070073";"DIARIO DETALLADO";"DIA_COS";"2V10070";"1000"
"2V10070076";"DIARIO RESUMIDO";"DIA_CORE";"2V10070";"1100"
"2V10070080";"INFORMES CENTROS";"INF_CCOS";"2V10070";"1200"
"2V10070083";"LISTADO INFORME CENTROS";"INFOCCS2";"2V10070";"1300"
"2V10070086";"LISTADO INFORME CONTAB.GENERAL";"INFOCUE";"2V10070";"1400"
"2V10080";"INFORMES CARTERA DE COBROS";"";"2V10";"1000"
"2V10080010";"INFORMES DETALLADOS";"";"2V10080";"100"
"2V1008001010";"COMPOSICIÓN SALDOS CLIENTES";"COMPSALC";"2V10080010";"100"
"2V1008001015";"CARTERA POR VENCIMIENTOS";"SITCARTE";"2V10080010";"200"
"2V1008001030";"HISTORIA";"HISTCLIE";"2V10080010";"300"
"2V1008001035";"CARTAS A CLIENTES DET. DOCUM.";"EFE_PEN";"2V10080010";"400"
"2V10080020";"INFORMES RESUMIDOS";"";"2V10080";"200"
"2V1008002010";"RESUMEN POR TIPO TRANSACCIÓN";"SICARTRA";"2V10080020";"100"
"2V1008002015";"RESUMEN POR GRUPO TRANSACCIÓN";"PVTOFECH";"2V10080020";"200"
"2V1008002020";"RESUMEN POR CLIENTE";"CORESALC";"2V10080020";"300"
"2V1008002040";"RES.SALDOS CLIENTE Y T.REPARTO";"COMSALRE";"2V10080020";"400"
"2V1008002050";"RESUMEN DIVISAS";"RESUDIVI";"2V10080020";"500"
"2V10080030";"INFORMES AGENTES / ZONAS";"";"2V10080";"300"
"2V1008003010";"RESUMEN SALDO AGENTE Y CLIENTE";"CORESCGA";"2V10080030";"100"
"2V1008003020";"RESUMEN DCTO. AGENTE Y CLIENTE";"CORMUI";"2V10080030";"200"
"2V1008003030";"CONDICIONES DE COBRO";"COPAGOCL";"2V10080030";"300"
"2V1008003040";"ANTIGÜEDAD DE DEUDA X AGENTE";"ANTDEUAG";"2V10080030";"400"
"2V10080040";"INFORMES DE ANTIGÜEDAD";"";"2V10080";"400"
"2V1008004010";"RESUMEN ANTIGÜEDAD POR CLIENTE";"ANTDEUDA";"2V10080040";"100"
"2V10080050";"INFORMES DE IMPAGADOS";"";"2V10080";"500"
"2V1008005010";"LISTADO CARGOS DE IMPAGADOS";"LIS_IMPA";"2V10080050";"100"
"2V1008005050";"__(PROCESO COMUNIC.IMPAGOS)__";"NULO";"2V10080050";"200"
"2V1008005055";"CARTAS DE IMPAGADOS";"CRT_IMPG";"2V10080050";"300"
"2V1008005060";"DESHACER CARTAS DE IMPAGADOS";"DESENIMP";"2V10080050";"400"
"2V10080060";"INFORMES DE RIESGOS DE CLIENTE";"";"2V10080";"600"
"2V1008006010";"INFORME DETALLADO RIESGO";"L_RIESGO";"2V10080060";"100"
"2V1008006020";"INFORME CONTROL RIESGO ";"LIM_RIES";"2V10080060";"200"
"2V1008006030";"LISTADO MENSAJE DE RIESGOS";"CO_MENRI";"2V10080060";"300"
"2V1008006040";"LÍMITES ASEGURADORA VS EMPRESA";"GI:STD_LIMRIES";"2V10080060";"400"
"2V10080080";"INFORMES RECONSTRUIDOS";"";"2V10080";"700"
"2V1008008010";"R. COMPOSICIÓN SALDOS CLIENTE";"CMPSREC";"2V10080080";"100"
"2V1008008012";"R. COMP. SALDOS CLIENTE DIV2";"CMPSREC_DIV2";"2V10080080";"120"
"2V1008008015";"R. COMPOSICIÓN RIESGOS CLIENTE";"CMPSRECR";"2V10080080";"200"
"2V1008008025";"R. RESUMEN ANTIGÜEDAD CLIENTE";"ANTDEUDR";"2V10080080";"300"
"2V1008008030";"R. RIESGO BANCARIO DETALLADO";"DETBAREC";"2V10080080";"400"
"2V10080090";"INFORMES DE AGRUPACIONES";"";"2V10080";"800"
"2V1008009010";"CONSULTA DE AGRUPACIONES";"CONSAGRP";"2V10080090";"100"
"2V1008009020";"CARTA CON DESPIECE AGRUPACIÓN";"LISGRUCO";"2V10080090";"200"
"2V10080095";"HISTORIA DOCUMENTO";"HISTDOC";"2V10080";"900"
"2V10090";"INFORMES CARTERA DE PAGOS";"";"2V10";"1100"
"2V10090010";"INFORMES DETALLADOS";"";"2V10090";"100"
"2V1009001010";"COMPOSICIÓN SALDOS PROVEEDORES";"COMSALPG";"2V10090010";"100"
"2V1009001015";"CARTERA POR VENCIMIENTOS";"SITCARPA";"2V10090010";"200"
"2V10090020";"INFORMES RESUMIDOS";"";"2V10090";"200"
"2V1009002010";"RESUMEN POR TIPO TRANSACCIÓN";"SICATRAP";"2V10090020";"100"
"2V1009002020";"RESUMEN POR PROVEEDOR";"CORESALP";"2V10090020";"200"
"2V1009002050";"RESUMEN DE DIVISAS";"RESUDIVP";"2V10090020";"300"
"2V10090040";"INFORMES DE ANTIGÜEDAD";"";"2V10090";"300"
"2V1009004010";"RESUMEN ANTIGÜEDAD PROVEEDOR";"ANTDEUPR";"2V10090040";"100"
"2V10090080";"INFORMES RECONSTRUIDOS";"";"2V10090";"400"
"2V1009008010";"R. COMPOSICIÓN SALDOS PROVEED.";"COSALPRE";"2V10090080";"100"
"2V1009008020";"R. COMP. SALDOS PROVEED. DIV2";"COSALPRE_DIV2";"2V10090080";"200"
"2V10090090";"INFORMES DE AGRUPACIONES";"";"2V10090";"500"
"2V1009009010";"CONSULTA DE AGRUPACIONES";"CONAGRPP";"2V10090090";"100"
"2V1009009020";"LISTADO DE AGRUPACIONES";"LISTAGRU";"2V10090090";"200"
"2V10090095";"HISTORIA DOCUMENTO";"HISDOCPG";"2V10090";"600"
"2V10095";"PREVISIÓN DE PAGOS";"";"2V10";"1200"
"2V10095010";"PREVISIÓN POR ENTIDAD";"PREVIS";"2V10095";"100"
"2V10095020";"LISTADO DE PREVISIONES";"EMIPREV";"2V10095";"200"
"2V10095030";"CAMBIO VENCIMIENTO PREVISIONES";"PREVIS_CVTO";"2V10095";"150"
"2V100976";"MANTENIMIENTO ENVIO POR LOTES";"MANSMPROP";"2V10030075";"1050"
"2V100977";"RECEPCIÓN DE COBROS";"CONVCTO_FICH";"2V10030034";"450"
"2V10100";"INFORMES CARTERA GLOBAL";"";"2V10";"1300"
"2V10100010";"SITUACIÓN GLOBAL DE CLIENTES";"SITGLOCL";"2V10100";"100"
"2V10100020";"SITUACIÓN GLOBAL AGRU.CLIENTES";"SITGLACL";"2V10100";"200"
"2V10100030";"SITUACIÓN GLOBAL AGRU.PROVEED.";"SITGLAPR";"2V10100";"300"
"2V10100035";"CUADRO MANDO DE EXPEDIENTES";"CM_EXPED";"2V10100";"350"
"2V10100040";"INFORME. PRESUPUESTO TESORERIA";"CM_PRESUPTES";"2V10100";"400"
"2V10100050";"INFORME DE POSICIÓN BANCARIA";"STD_INFTES";"2V10100";"500"
"2V10100060";"MODELOS POSICIÓN BANCARIA";"STD_INFTES_MODELOS";"2V10100";"600"
"2V10100070";"INFORME POSICIÓN BAN X MODELOS";"STD_INFTESV2";"2V10100";"700"
"2V10105";"GESTIÓN INMOVILIZADO";"";"2V10";"1400"
"2V10105010";"INMOVILIZADO";"INMOVIL";"2V10105";"100"
"2V10105020";"GENERAR AMORTIZACIONES";"AMORTIZ";"2V10105";"200"
"2V10105030";"CONTABILIZAR AMORTIZACIONES";"CONTAMOR";"2V10105";"300"
"2V10105040";"DESCONTABILIZAR AMORTIZACIONES";"DESCONTAMOR";"2V10105";"400"
"2V10105050";"CONSUL. DETALLADA INMOVILIZADO";"CONSAMOR";"2V10105";"500"
"2V10105055";"CONS. RESUMIDA INMOVILIZADO";"INMORES";"2V10105";"600"
"2V10105060";"CONS.DETALLADA POR CENT.COSTE";"CONSAMCC";"2V10105";"700"
"2V10105070";"MANT. HISTÓRICO INMOVILIZADO";"HCOINMO";"2V10105";"800"
"2V10105080";"MANT. CLAVES INMOVILIZADO";"CLAVES_INMO";"2V10105";"900"
"2V10110";"CONTABILIDAD PRESUPUESTARIA";"";"2V10";"1500"
"2V10110010";"CONTABILIDAD PRESUPUESTARIA";"";"2V10110";"100"
"2V1011001010";"ESTUDIOS PRESUPUESTARIOS";"ESTUDIOS";"2V10110010";"100"
"2V1011001015";"PRESUPUESTO CONTAB. GENERAL";"PRESUP";"2V10110010";"200"
"2V1011001017";"DESGLOSE PRESUPUESTO";"DESGPRES";"2V10110010";"250"
"2V1011001020";"PRESUPUESTO CENTROS DE COSTE";"PRES_CEN";"2V10110010";"300"
"2V1011001025";"______________________________";"NULO";"2V10110010";"400"
"2V1011001030";"BALANCE COMPARATIVO";"BALANPRE";"2V10110010";"500"
"2V1011001035";"BALANCE COMPARATIVO C. COSTE";"BALAPRCC";"2V10110010";"600"
"2V1011001040";"INF. SEGUIMIENTO PRESUPUESTOS";"IPRESCCS";"2V10110010";"700"
"2V10110020";"GESTIÓN PRESUPUESTARIA";"";"2V10110";"200"
"2V1011002015";"MAGNITUDES";"GPF_UNIDADES";"2V10110020";"200"
"2V1011002020";"PLANTILLAS";"GPF_PLANTILLAS_LIN";"2V10110020";"300"
"2V1011002025";"UDS. PRESUPUESTARIAS";"GPF_UNIDADES_PRES_LIN";"2V10110020";"400"
"2V1011002030";"CONFECCIÓN DE PRESUPUESTOS";"GPF_CONFECCION";"2V10110020";"500"
"2V1011002032";"CONFECCIÓN PRESUPUESTOS MAGN.";"PRES_IND";"2V10110020";"550"
"2V1011002034";"CONFECCIÓN DE PRESUPUESTOS CMF";"GPF_CONFECCION_CMF";"2V10110020";"570"
"2V1011002035";"FIRMA DE PRESUPUESTOS";"GPF_APROBACION";"2V10110020";"600"
"2V1011002036";"PRESUPUESTOS CMF POR C.COSTE";"GPF_CMF_CCOSTE";"2V10110020";"575"
"2V1011002040";"AMPLIACIÓN/REDUCCIÓN PRESUP.";"GPF_AMPLIACION";"2V10110020";"700"
"2V1011002045";"MODIFICACIÓN MASIVA";"GPF_MOD_MASIVA";"2V10110020";"800"
"2V1011002050";"CONSULTA DE PRESUPUESTOS";"GPF_CONSULTA";"2V10110020";"900"
"2V10120";"GESTORES DE CRÉDITO";"";"2V10";"1600"
"2V10120010";"ASEGURADORES DE CRÉDITO";"ASEGURA";"2V10120";"100"
"2V10120020";"EXPEDIENTES DE ASEGURADORES";"EXPASEG";"2V10120";"200"
